fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.64,0.489,0.126,5.51,0.086,12,42,0.99749,3.12,0.63,8.92,5
8.48,0.615,0.333,2.65,0.075,19,25,0.99772,3.34,0.8,10.09,4
8.21,0.449,0.584,2.03,0.1,14,53,0.99667,3.2,0.71,11.47,6
9.29,0.592,0.249,2.31,0.036,10,19,0.9968,3.1,0.48,12.45,7
9.01,0.679,0.358,1.47,0.079,15,18,0.9966,3.37,0.33,11.99,5
8.47,0.355,0.0,2.38,0.115,26,47,0.99704,3.34,0.78,10.48,5
9.27,0.737,0.364,2.06,0.085,14,34,0.99481,3.35,0.62,8.56,4
9.83,0.134,0.442,2.08,0.114,13,31,0.99463,3.42,0.89,11.45,5
6.17,0.927,0.054,2.5,0.107,10,18,0.9967,3.29,1.03,10.49,5
6.67,0.582,0.6,0.9,0.069,26,96,0.99563,3.19,0.56,10.44,6
10.46,0.12,0.133,2.09,0.062,16,19,0.998,3.56,0.72,10.41,5
10.45,0.7,0.088,4.71,0.144,13,31,0.99542,3.14,0.73,9.39,5
8.96,0.935,0.209,2.09,0.074,5,10,0.99547,3.35,0.65,9.54,4
6.0,0.393,0.192,1.29,0.159,24,52,0.99658,3.59,0.93,8.4,4
9.91,0.87,0.382,1.32,0.09,14,49,0.99527,3.28,0.6,9.58,5
8.51,0.373,0.0,1.36,0.066,25,46,0.99627,3.18,0.56,11.37,6
9.51,0.801,0.268,1.02,0.058,16,37,0.99672,3.31,0.78,10.81,5
8.62,0.743,0.406,1.82,0.035,25,48,0.99785,3.48,0.73,9.18,6
7.66,0.569,0.211,3.13,0.197,5,26,0.99557,3.24,0.65,11.28,5
10.83,0.336,0.395,1.43,0.059,13,16,0.99596,3.19,0.67,11.1,6
8.36,0.233,0.299,1.24,0.051,4,34,0.99598,3.4,0.77,12.14,7
9.64,0.658,0.302,1.45,0.049,26,39,0.99609,3.16,0.64,9.8,5
5.82,0.63,0.25,1.82,0.08,12,27,0.99604,3.34,0.75,10.44,5
8.65,0.442,0.567,4.75,0.106,10,27,0.99635,3.2,0.78,11.76,6
11.37,0.848,0.364,2.36,0.074,23,51,0.9963,3.1,0.43,9.0,3
8.95,0.567,0.241,3.22,0.144,9,43,0.99482,3.13,0.42,11.35,5
9.76,0.267,0.18,2.84,0.065,25,64,0.99721,3.33,0.93,8.47,5
10.3,0.488,0.318,5.89,0.093,37,73,0.99829,3.03,0.82,10.58,7
11.05,0.509,0.233,3.96,0.058,18,49,0.9978,3.33,0.89,9.83,5
8.59,0.312,0.142,4.4,0.103,25,70,0.99633,3.42,0.77,9.5,4
7.06,0.823,0.465,4.7,0.055,35,55,0.99801,3.5,0.59,10.71,4
9.97,0.824,0.091,4.45,0.1,3,24,0.99809,3.11,0.61,10.6,6
6.73,0.492,0.31,2.32,0.067,7,22,0.99597,3.52,0.62,12.28,6
6.99,0.12,0.347,1.2,0.049,16,43,0.99633,3.37,0.63,10.34,7
10.89,0.431,0.645,2.62,0.167,12,25,0.99625,3.26,0.76,8.4,5
6.97,0.53,0.014,3.25,0.078,15,33,0.99741,3.46,0.69,10.08,5
7.45,0.511,0.155,3.77,0.054,12,35,0.99767,3.27,0.85,8.7,4
8.95,0.276,0.188,2.12,0.106,9,15,0.99666,3.29,0.5,8.79,5
6.02,0.375,0.651,3.04,0.065,9,41,0.9958,3.32,0.33,11.36,7
7.08,0.573,0.12,2.81,0.108,13,30,0.99533,3.43,0.71,8.51,5
8.98,0.462,0.239,1.63,0.074,13,22,0.99788,3.04,0.86,10.5,5
6.54,0.12,0.245,2.37,0.045,13,106,0.99702,3.31,0.89,10.57,6
6.03,0.389,0.352,1.88,0.042,20,44,0.99543,3.46,0.73,11.89,6
6.66,0.227,0.098,1.96,0.079,6,18,0.99593,3.28,0.6,9.51,7
9.71,0.737,0.225,0.9,0.066,3,28,0.99628,3.28,0.58,10.51,5
8.01,0.399,0.341,2.18,0.078,35,44,0.99779,3.27,0.67,10.34,5
8.91,0.783,0.166,2.68,0.064,1,30,0.99635,3.31,0.54,9.08,4
8.77,0.567,0.065,2.05,0.201,41,83,0.99547,3.3,0.61,10.31,6
8.41,0.608,0.264,1.91,0.05,7,50,0.99722,3.36,0.53,8.4,6
7.79,0.468,0.563,2.21,0.111,3,17,0.99598,3.33,0.59,11.08,6
8.3,0.531,0.272,2.6,0.063,20,92,0.99699,3.39,0.64,11.53,5
6.7,0.823,0.0,2.18,0.062,30,39,0.99636,3.3,0.58,10.29,5
9.54,0.336,0.53,3.08,0.075,10,43,0.9975,3.32,0.72,11.07,6
9.21,0.622,0.105,1.72,0.106,13,42,0.99573,3.1,0.77,12.46,6
5.88,0.509,0.0,2.9,0.06,18,37,0.99807,3.28,0.93,8.82,4
6.07,0.629,0.714,2.05,0.037,10,74,0.99613,3.45,0.72,12.02,5
8.18,0.298,0.505,2.84,0.078,13,33,0.99626,3.05,0.64,11.45,6
8.74,0.483,0.374,2.76,0.081,25,38,0.99662,3.34,0.66,9.6,4
6.95,0.592,0.258,1.22,0.226,34,62,0.99472,3.2,0.64,12.08,6
7.99,0.823,0.123,1.25,0.11,14,31,0.99627,3.35,0.44,8.63,5
9.34,0.176,0.239,2.52,0.039,5,44,0.99682,3.32,0.69,9.43,6
10.43,0.64,0.589,1.9,0.068,19,41,0.99681,3.32,0.77,10.76,5
7.17,0.442,0.396,2.0,0.055,24,31,0.99523,3.29,0.53,12.79,6
8.45,0.426,0.0,4.63,0.043,20,70,0.99643,3.19,0.45,10.69,5
6.94,0.557,0.263,3.41,0.048,2,35,0.9947,3.34,0.87,9.2,5
8.16,0.388,0.352,2.74,0.062,9,14,0.99688,3.36,0.55,11.16,6
7.5,0.628,0.597,2.7,0.073,24,28,0.99636,3.39,0.68,10.7,5
10.41,0.527,0.081,1.75,0.068,18,103,0.99587,3.4,0.44,11.11,5
7.35,0.945,0.406,2.94,0.052,23,82,0.99702,3.2,0.64,10.16,5
7.55,0.358,0.063,1.54,0.058,7,12,0.99669,3.24,0.9,9.95,5
6.96,0.807,0.106,2.64,0.067,14,51,0.99481,3.37,0.42,11.15,5
8.85,0.643,0.271,1.11,0.055,34,71,0.99631,3.06,0.62,10.29,6
10.69,0.12,0.584,6.23,0.079,5,16,0.99695,3.43,0.73,11.34,6
8.11,0.605,0.156,2.16,0.071,15,81,0.99611,3.34,0.74,12.4,5
7.47,0.204,0.298,2.65,0.066,14,38,0.99611,3.58,0.64,11.05,6
10.14,0.484,0.046,2.83,0.063,26,82,0.9969,3.11,0.7,11.18,5
8.13,0.67,0.222,3.63,0.163,4,60,0.99476,3.34,0.75,12.42,5
11.88,0.541,0.138,5.65,0.094,16,41,0.99778,3.23,0.92,10.2,5
7.69,0.494,0.101,1.65,0.06,19,23,0.99577,3.19,0.42,10.0,5
8.76,0.364,0.415,1.64,0.083,4,38,0.99727,3.56,0.68,10.59,5
8.42,0.714,0.52,7.76,0.085,5,45,0.99896,3.26,0.76,10.1,5
7.56,0.12,0.365,2.18,0.057,13,21,0.99637,3.1,0.78,8.96,5
8.17,0.523,0.305,2.26,0.064,18,50,0.99641,3.25,0.75,9.14,5
7.96,0.785,0.3,2.62,0.082,8,24,0.9961,3.46,0.62,10.91,6
8.01,0.608,0.855,1.52,0.084,18,26,0.99533,3.22,0.33,12.67,6
8.83,0.432,0.373,3.49,0.053,19,37,0.9962,3.19,0.56,11.48,6
8.83,0.416,0.22,1.74,0.073,2,18,0.99599,3.35,0.33,10.35,6
7.5,0.67,0.194,0.91,0.07,39,51,0.99459,3.32,0.69,10.36,5
8.63,0.734,0.419,3.57,0.106,8,46,0.99652,3.41,0.47,10.25,4
9.38,0.475,0.52,2.11,0.115,4,24,0.99836,3.47,0.55,10.04,5
11.57,0.792,0.132,4.02,0.059,9,14,0.99746,3.32,0.65,11.71,5
9.81,0.388,0.354,1.49,0.097,18,72,0.9959,3.52,0.52,9.37,5
4.6,0.498,0.093,2.49,0.059,26,35,0.99617,3.63,0.89,10.3,6
10.03,0.479,0.33,1.37,0.065,27,51,0.99679,3.07,0.62,9.7,5
8.33,0.848,0.444,2.56,0.05,4,29,0.99726,3.35,0.92,9.52,5
8.0,0.741,0.0,2.35,0.151,6,18,0.99664,3.22,0.84,10.76,5
6.43,0.569,0.501,1.66,0.064,19,34,0.99391,3.22,0.62,10.69,5
4.6,0.591,0.0,3.01,0.072,12,66,0.99553,3.29,0.67,10.35,5
9.66,0.37,0.434,2.34,0.071,18,79,0.99504,3.08,0.65,12.58,6
8.93,0.191,0.219,2.09,0.374,3,30,0.99656,3.27,0.57,10.76,5
9.86,0.65,0.287,2.18,0.044,25,30,0.99607,3.36,0.86,9.76,5
7.41,0.93,0.376,2.02,0.093,3,18,0.99567,3.41,0.82,11.0,5
8.39,0.462,0.0,1.83,0.084,18,37,0.99669,3.47,0.71,10.58,5
7.57,0.355,0.42,1.34,0.055,8,16,0.99636,3.27,0.71,10.65,6
7.38,0.805,0.088,1.26,0.095,3,59,0.99689,3.22,1.09,11.48,6
13.54,0.737,0.488,2.13,0.091,10,48,0.99633,3.13,0.49,9.03,4
7.33,0.687,0.159,2.69,0.079,9,48,0.99545,3.37,0.85,10.62,5
9.15,0.389,0.61,2.31,0.06,31,37,0.99736,3.26,0.73,9.09,6
8.77,0.771,0.0,3.03,0.057,13,33,0.99596,3.29,0.71,10.74,6
6.4,0.726,0.384,3.12,0.035,18,65,0.99754,3.36,0.47,11.98,5
7.48,0.742,0.564,2.75,0.068,8,19,0.99783,3.37,0.67,11.67,5
9.31,0.621,0.146,1.43,0.193,5,32,0.99522,3.23,0.67,11.44,5
7.36,0.425,0.287,2.46,0.04,23,48,0.9961,3.49,0.52,10.17,5
8.9,0.735,0.098,1.47,0.06,13,62,0.99712,3.26,0.73,11.04,5
9.23,0.433,0.285,3.87,0.061,25,36,0.99621,3.2,0.63,10.31,6
8.9,0.549,0.141,0.97,0.096,10,35,0.99609,3.32,0.62,10.18,5
8.73,0.5,0.424,3.85,0.06,11,46,0.99651,3.35,0.59,8.4,5
8.46,0.467,0.0,1.57,0.118,19,57,0.99593,3.41,0.62,11.2,5
7.79,0.475,0.0,3.59,0.066,33,56,0.99705,3.38,0.52,10.87,5
6.26,0.907,0.393,1.92,0.042,20,63,0.99659,3.38,0.73,12.05,6
9.16,0.502,0.345,2.21,0.056,10,39,0.99706,3.17,0.7,10.44,6
10.0,0.621,0.246,0.95,0.067,15,33,0.99475,3.2,0.99,8.87,4
8.28,0.487,0.398,1.82,0.101,19,101,0.99739,3.45,0.79,11.44,5
8.23,0.616,0.509,2.28,0.067,20,87,0.99559,3.38,0.9,8.85,6
8.76,0.814,0.273,1.61,0.118,7,32,0.99638,3.37,0.62,10.32,5
7.86,0.698,0.154,1.68,0.096,23,26,0.99656,3.26,0.41,9.86,4
5.04,0.584,0.221,2.91,0.111,24,39,0.99661,3.38,0.71,9.9,4
6.55,0.504,0.341,1.75,0.085,9,45,0.99657,3.34,0.58,9.69,6
5.92,0.503,0.195,4.09,0.049,14,25,0.99758,3.42,0.47,9.17,4
9.02,0.449,0.0,3.49,0.071,19,62,0.99677,3.31,0.66,11.87,6
10.79,0.497,0.185,2.75,0.091,16,23,0.99664,3.18,0.68,10.82,5
8.21,0.12,0.243,3.52,0.047,6,18,0.9977,3.0,0.62,9.49,5
11.17,0.274,0.372,3.11,0.055,20,57,0.99574,2.87,0.35,9.07,4
8.36,0.669,0.507,1.21,0.072,12,21,0.99541,3.33,0.74,11.46,5
8.48,0.38,0.538,1.0,0.088,7,20,0.99514,3.3,0.65,10.26,6
7.94,0.375,0.563,3.23,0.069,25,60,0.9967,3.26,0.75,9.31,5
6.53,0.492,0.062,1.72,0.078,46,53,0.99538,3.27,0.75,11.16,7
8.51,0.519,0.162,1.41,0.114,10,23,0.99569,3.29,0.36,8.77,4
9.18,0.12,0.245,1.37,0.051,4,22,0.99693,3.25,0.65,10.24,7
7.96,0.351,0.195,1.82,0.073,9,21,0.99663,3.2,0.65,12.28,7
11.96,0.445,0.336,1.83,0.094,8,65,0.99464,3.32,0.72,10.71,6
6.79,0.329,0.017,1.84,0.041,34,56,0.99626,3.38,0.7,8.66,6
8.38,0.507,0.236,2.65,0.111,12,47,0.99707,3.27,0.52,10.47,5
7.02,0.486,0.314,1.48,0.093,7,33,0.99609,3.51,0.52,10.2,6
7.58,0.3,0.154,5.78,0.147,23,100,0.99705,3.25,0.55,12.18,5
6.84,0.566,0.418,2.31,0.078,13,40,0.9966,3.4,0.62,9.83,6
6.28,0.56,0.427,3.01,0.085,16,54,0.99691,3.47,0.52,9.91,5
7.19,0.214,0.287,2.38,0.061,12,43,0.99763,3.38,0.77,9.16,5
7.8,0.464,0.437,4.71,0.035,32,62,0.99726,3.41,0.77,8.71,5
7.61,0.58,0.362,2.43,0.173,9,20,0.9962,3.21,0.54,10.71,5
7.89,0.914,0.193,4.9,0.131,21,38,0.99654,3.09,0.66,10.58,5
8.57,0.458,0.073,1.97,0.1,23,82,0.99583,3.19,0.67,8.4,3
4.96,0.269,0.452,2.75,0.09,22,96,0.99602,3.53,0.85,11.43,6
10.06,0.713,0.488,2.0,0.052,14,21,0.99601,3.37,0.48,10.37,5
7.99,0.49,0.304,1.74,0.059,19,40,0.99682,3.15,0.82,10.29,5
4.6,0.62,0.067,2.2,0.078,21,32,0.99676,3.45,0.73,11.23,5
6.84,0.453,0.04,2.15,0.033,33,64,0.99793,3.47,0.55,10.66,6
6.67,0.591,0.572,1.34,0.122,14,37,0.99556,3.46,0.63,10.97,6
10.1,0.635,0.549,3.65,0.048,7,34,0.99727,3.28,0.81,10.84,5
9.83,0.657,0.394,4.75,0.063,2,49,0.99811,3.38,0.69,9.84,5
7.92,0.272,0.194,1.97,0.077,6,36,0.99766,3.37,0.76,12.49,7
6.6,0.512,0.165,2.04,0.074,28,105,0.99661,3.58,0.49,9.82,5
7.03,0.727,0.0,2.17,0.101,36,84,0.99548,3.4,0.88,10.9,7
5.28,0.67,0.034,4.08,0.1,13,32,0.99843,3.34,0.61,10.08,4
7.15,0.718,0.301,2.4,0.103,15,34,0.99766,3.34,0.73,11.98,7
9.89,0.801,0.113,2.97,0.088,6,36,0.99795,3.23,0.7,10.33,4
10.08,0.804,0.386,1.02,0.106,40,73,0.9954,3.14,0.47,11.3,5
7.36,0.557,0.249,1.59,0.133,28,66,0.99584,3.29,0.84,10.18,5
9.05,0.397,0.437,2.39,0.087,15,27,0.99643,3.3,0.45,11.92,6
8.32,0.569,0.367,2.24,0.043,35,44,0.99626,3.22,0.61,10.28,5
8.08,0.283,0.056,2.03,0.086,12,59,0.99651,3.18,0.66,10.9,6
5.89,0.836,0.158,1.14,0.098,32,42,0.99582,3.31,0.72,10.18,5
8.3,0.239,0.229,3.39,0.042,5,20,0.99605,3.29,0.96,10.77,6
6.15,0.489,0.233,2.05,0.083,17,82,0.99762,3.33,0.65,9.78,5
7.43,0.482,0.069,2.77,0.117,21,71,0.99537,3.34,0.83,8.96,5
11.19,0.595,0.65,2.94,0.104,4,41,0.99665,3.26,0.44,10.59,5
8.17,0.312,0.484,1.52,0.068,17,72,0.99648,3.41,0.79,11.28,6
9.74,0.586,0.172,2.67,0.073,4,34,0.99694,3.28,0.9,9.54,5
10.31,0.12,0.293,1.79,0.055,10,64,0.99602,3.27,0.57,11.52,5
7.32,0.374,0.092,1.43,0.056,28,60,0.99677,3.27,0.67,11.84,6
8.34,0.68,0.008,5.2,0.119,11,16,0.99617,3.27,0.44,10.47,4
8.37,0.522,0.363,4.63,0.062,3,31,0.9973,3.29,0.9,11.51,7
10.42,0.229,0.437,2.05,0.082,34,39,0.99658,3.41,0.79,10.48,6
9.26,0.553,0.042,2.78,0.062,20,92,0.99678,3.32,0.78,9.5,4
8.64,0.249,0.321,2.18,0.063,2,24,0.99608,3.21,0.5,9.01,5
10.06,0.365,0.232,2.61,0.058,17,21,0.99464,3.28,0.78,9.76,6
7.96,0.535,0.0,4.99,0.069,4,27,0.99784,3.23,0.72,10.9,7
8.96,0.365,0.523,2.38,0.135,9,41,0.99689,3.21,0.66,8.4,6
12.68,0.324,0.674,1.13,0.105,10,49,0.99618,3.07,0.89,9.27,6
7.3,0.452,0.385,2.84,0.055,9,43,0.99517,3.54,0.8,10.75,5
8.38,0.412,0.255,3.02,0.055,3,26,0.99742,3.38,0.57,11.05,6
9.77,0.487,0.244,1.06,0.067,14,32,0.99627,3.19,0.65,8.97,6
10.23,0.514,0.017,2.96,0.126,22,35,0.99478,3.44,0.56,9.41,4
9.59,0.737,0.0,1.76,0.102,14,106,0.99657,3.5,0.62,9.57,4
10.49,0.319,0.069,2.19,0.115,10,25,0.99633,3.41,0.66,10.86,5
8.96,0.704,0.259,1.74,0.127,14,23,0.9951,3.25,0.71,9.67,4
8.92,0.349,0.339,2.18,0.05,4,14,0.99506,3.33,0.33,9.88,4
8.81,0.396,0.147,1.51,0.111,2,67,0.99549,3.33,0.86,10.49,5
7.42,0.635,0.387,3.8,0.066,9,40,0.99678,3.08,0.64,10.51,6
8.18,0.347,0.154,1.36,0.053,11,58,0.99654,3.38,0.67,9.93,5
7.15,0.62,0.0,1.21,0.093,5,19,0.99603,3.34,0.55,11.02,5
8.73,0.682,0.387,3.16,0.109,11,28,0.99827,3.11,0.81,11.43,6
5.92,0.349,0.14,1.17,0.035,7,40,0.9959,3.27,0.79,11.7,8
7.16,0.424,0.386,2.53,0.117,15,22,0.99734,3.23,0.53,9.86,6
11.23,0.434,0.357,0.91,0.063,9,40,0.99601,3.17,0.79,11.02,4
9.3,0.542,0.335,1.65,0.089,4,31,0.99684,3.36,0.68,11.53,6
8.41,0.297,0.545,5.87,0.05,7,50,0.99576,3.23,0.57,9.53,5
10.26,0.21,0.057,4.0,0.085,37,65,0.9989,3.39,0.64,8.8,5
10.56,0.629,0.554,1.15,0.087,13,22,0.99573,3.23,0.52,10.19,3
7.0,0.395,0.588,1.81,0.089,12,33,0.99507,3.27,0.67,9.12,5
9.99,0.629,0.167,5.15,0.071,14,39,0.99654,3.32,0.68,9.98,6
6.33,0.578,0.393,1.45,0.088,4,29,0.99676,3.55,0.78,11.45,6
7.38,0.551,0.312,1.02,0.142,19,72,0.99517,3.31,0.48,12.1,6
